timestamp, siteid, sensorid, value
Tue Jan 07 21:15:00 PST 2020,3,1,40
Tue Jan 07 21:15:00 PST 2020,3,2,22
Tue Jan 07 21:15:00 PST 2020,3,3,29
Tue Jan 07 21:15:00 PST 2020,4,1,90
Tue Jan 07 21:15:00 PST 2020,4,2,22
Tue Jan 07 21:15:00 PST 2020,4,3,97
Tue Jan 07 21:30:00 PST 2020,1,1,50
Tue Jan 07 21:30:00 PST 2020,1,2,22
Tue Jan 07 21:30:00 PST 2020,1,3,16
Tue Jan 07 21:30:00 PST 2020,2,1,80
Tue Jan 07 21:30:00 PST 2020,2,2,22
Tue Jan 07 21:30:00 PST 2020,2,3,89
Tue Jan 07 21:30:00 PST 2020,3,1,87
Tue Jan 07 21:30:00 PST 2020,3,2,22
Tue Jan 07 21:30:00 PST 2020,3,3,29
Tue Jan 07 21:30:00 PST 2020,4,1,40
Tue Jan 07 21:30:00 PST 2020,4,2,22
Tue Jan 07 21:30:00 PST 2020,4,3,26
Tue Jan 07 21:45:00 PST 2020,1,1,18
Tue Jan 07 21:45:00 PST 2020,1,2,22
Tue Jan 07 21:45:00 PST 2020,1,3,93
Tue Jan 07 21:45:00 PST 2020,2,1,22
Tue Jan 07 21:45:00 PST 2020,2,2,22
Tue Jan 07 21:45:00 PST 2020,2,3,83
Tue Jan 07 21:45:00 PST 2020,3,1,37
Tue Jan 07 21:45:00 PST 2020,3,2,22
Tue Jan 07 21:45:00 PST 2020,3,3,82
Tue Jan 07 21:45:00 PST 2020,4,1,33
Tue Jan 07 21:45:00 PST 2020,4,2,22
Tue Jan 07 21:45:00 PST 2020,4,3,48
Tue Jan 07 22:00:00 PST 2020,1,1,40
Tue Jan 07 22:00:00 PST 2020,1,2,22
Tue Jan 07 22:00:00 PST 2020,1,3,87
Tue Jan 07 22:00:00 PST 2020,2,1,58
Tue Jan 07 22:00:00 PST 2020,2,2,22
Tue Jan 07 22:00:00 PST 2020,2,3,-27
Tue Jan 07 22:00:00 PST 2020,3,1,78
Tue Jan 07 22:00:00 PST 2020,3,2,22
Tue Jan 07 22:00:00 PST 2020,3,3,2
Tue Jan 07 22:00:00 PST 2020,4,1,85
Tue Jan 07 22:00:00 PST 2020,4,2,22
Tue Jan 07 22:00:00 PST 2020,4,3,58
Tue Jan 07 22:15:00 PST 2020,1,1,50
Tue Jan 07 22:15:00 PST 2020,1,2,#ERROR#
Tue Jan 07 22:15:00 PST 2020,1,3,38
Tue Jan 07 22:15:00 PST 2020,2,1,65
Tue Jan 07 22:15:00 PST 2020,2,2,23
Tue Jan 07 22:15:00 PST 2020,2,3,30
Tue Jan 07 22:15:00 PST 2020,3,1,#ERROR#
Tue Jan 07 22:15:00 PST 2020,3,2,23
Tue Jan 07 22:15:00 PST 2020,3,3,70
Tue Jan 07 22:15:00 PST 2020,4,1,38
Tue Jan 07 22:15:00 PST 2020,4,2,23
Tue Jan 07 22:15:00 PST 2020,4,3,63
Tue Jan 07 22:30:00 PST 2020,1,1,84
Tue Jan 07 22:30:00 PST 2020,1,2,23
Tue Jan 07 22:30:00 PST 2020,1,3,52
Tue Jan 07 22:30:00 PST 2020,2,1,75
Tue Jan 07 22:30:00 PST 2020,2,2,23
Tue Jan 07 22:30:00 PST 2020,2,3,63
Tue Jan 07 22:30:00 PST 2020,3,1,98
Tue Jan 07 22:30:00 PST 2020,3,2,23
Tue Jan 07 22:30:00 PST 2020,3,3,46
Tue Jan 07 22:30:00 PST 2020,4,1,91
Tue Jan 07 22:30:00 PST 2020,4,2,23
Tue Jan 07 22:30:00 PST 2020,4,3,59
Tue Jan 07 22:45:00 PST 2020,1,1,0
Tue Jan 07 22:45:00 PST 2020,1,2,23
Tue Jan 07 22:45:00 PST 2020,1,3,26
Tue Jan 07 22:45:00 PST 2020,2,1,6
Tue Jan 07 22:45:00 PST 2020,2,2,23
Tue Jan 07 22:45:00 PST 2020,2,3,-22
Tue Jan 07 22:45:00 PST 2020,3,1,12
Tue Jan 07 22:45:00 PST 2020,3,2,23
Tue Jan 07 22:45:00 PST 2020,3,3,49
Tue Jan 07 22:45:00 PST 2020,4,1,49
Tue Jan 07 22:45:00 PST 2020,4,2,23
Tue Jan 07 22:45:00 PST 2020,4,3,#NA#
Tue Jan 07 23:00:00 PST 2020,1,1,67
Tue Jan 07 23:00:00 PST 2020,1,2,23
Tue Jan 07 23:00:00 PST 2020,1,3,51
Tue Jan 07 23:00:00 PST 2020,2,1,7
Tue Jan 07 23:00:00 PST 2020,2,2,#ERROR#
Tue Jan 07 23:00:00 PST 2020,2,3,98
Tue Jan 07 23:00:00 PST 2020,3,1,20
Tue Jan 07 23:00:00 PST 2020,3,2,23
Tue Jan 07 23:00:00 PST 2020,3,3,75
Tue Jan 07 23:00:00 PST 2020,4,1,31
Tue Jan 07 23:00:00 PST 2020,4,2,23
Tue Jan 07 23:00:00 PST 2020,4,3,83
Tue Jan 07 23:15:00 PST 2020,1,1,36
Tue Jan 07 23:15:00 PST 2020,1,2,23
Tue Jan 07 23:15:00 PST 2020,1,3,25
Tue Jan 07 23:15:00 PST 2020,2,1,90
Tue Jan 07 23:15:00 PST 2020,2,2,23
Tue Jan 07 23:15:00 PST 2020,2,3,8
Tue Jan 07 23:15:00 PST 2020,3,1,31
Tue Jan 07 23:15:00 PST 2020,3,2,23
Tue Jan 07 23:15:00 PST 2020,3,3,-65
Tue Jan 07 23:15:00 PST 2020,4,1,0
Tue Jan 07 23:15:00 PST 2020,4,2,23
Tue Jan 07 23:15:00 PST 2020,4,3,23
Tue Jan 07 23:30:00 PST 2020,1,1,63
Tue Jan 07 23:30:00 PST 2020,1,2,24
Tue Jan 07 23:30:00 PST 2020,1,3,2
Tue Jan 07 23:30:00 PST 2020,2,1,68
Tue Jan 07 23:30:00 PST 2020,2,2,24
Tue Jan 07 23:30:00 PST 2020,2,3,12
Tue Jan 07 23:30:00 PST 2020,3,1,92
Tue Jan 07 23:30:00 PST 2020,3,2,24
Tue Jan 07 23:30:00 PST 2020,3,3,44
Tue Jan 07 23:30:00 PST 2020,4,1,61
Tue Jan 07 23:30:00 PST 2020,4,2,24
Tue Jan 07 23:30:00 PST 2020,4,3,64
Tue Jan 07 23:45:00 PST 2020,1,1,76
Tue Jan 07 23:45:00 PST 2020,1,2,24
Tue Jan 07 23:45:00 PST 2020,1,3,54
Tue Jan 07 23:45:00 PST 2020,2,1,#NA#
Tue Jan 07 23:45:00 PST 2020,2,2,24
Tue Jan 07 23:45:00 PST 2020,2,3,7
Tue Jan 07 23:45:00 PST 2020,3,1,59
Tue Jan 07 23:45:00 PST 2020,3,2,24
Tue Jan 07 23:45:00 PST 2020,3,3,46
Tue Jan 07 23:45:00 PST 2020,4,1,75
Tue Jan 07 23:45:00 PST 2020,4,2,24
Tue Jan 07 23:45:00 PST 2020,4,3,67
Wed Jan 08 00:00:00 PST 2020,1,1,49
Wed Jan 08 00:00:00 PST 2020,1,2,24
Wed Jan 08 00:00:00 PST 2020,1,3,7
Wed Jan 08 00:00:00 PST 2020,2,1,#ERROR#
Wed Jan 08 00:00:00 PST 2020,2,2,24
Wed Jan 08 00:00:00 PST 2020,2,3,17
Wed Jan 08 00:00:00 PST 2020,3,1,86
Wed Jan 08 00:00:00 PST 2020,3,2,24
Wed Jan 08 00:00:00 PST 2020,3,3,60
Wed Jan 08 00:00:00 PST 2020,4,1,85
Wed Jan 08 00:00:00 PST 2020,4,2,24
Wed Jan 08 00:00:00 PST 2020,4,3,18
Wed Jan 08 00:15:00 PST 2020,1,1,5
Wed Jan 08 00:15:00 PST 2020,1,2,24
Wed Jan 08 00:15:00 PST 2020,1,3,20
Wed Jan 08 00:15:00 PST 2020,2,1,51
Wed Jan 08 00:15:00 PST 2020,2,2,24
Wed Jan 08 00:15:00 PST 2020,2,3,82
Wed Jan 08 00:15:00 PST 2020,3,1,16
Wed Jan 08 00:15:00 PST 2020,3,2,24
Wed Jan 08 00:15:00 PST 2020,3,3,73
Wed Jan 08 00:15:00 PST 2020,4,1,77
Wed Jan 08 00:15:00 PST 2020,4,2,24
Wed Jan 08 00:15:00 PST 2020,4,3,52
Wed Jan 08 00:30:00 PST 2020,1,1,66
Wed Jan 08 00:30:00 PST 2020,1,2,24
Wed Jan 08 00:30:00 PST 2020,1,3,1
Wed Jan 08 00:30:00 PST 2020,2,1,1
Wed Jan 08 00:30:00 PST 2020,2,2,24
Wed Jan 08 00:30:00 PST 2020,2,3,65
Wed Jan 08 00:30:00 PST 2020,3,1,75
Wed Jan 08 00:30:00 PST 2020,3,2,24
Wed Jan 08 00:30:00 PST 2020,3,3,71
Wed Jan 08 00:30:00 PST 2020,4,1,#ERROR#
Wed Jan 08 00:30:00 PST 2020,4,2,24
Wed Jan 08 00:30:00 PST 2020,4,3,13
Wed Jan 08 00:45:00 PST 2020,1,1,11
Wed Jan 08 00:45:00 PST 2020,1,2,25
Wed Jan 08 00:45:00 PST 2020,1,3,5
Wed Jan 08 00:45:00 PST 2020,2,1,20
Wed Jan 08 00:45:00 PST 2020,2,2,25
Wed Jan 08 00:45:00 PST 2020,2,3,2
Wed Jan 08 00:45:00 PST 2020,3,1,#ERROR#
Wed Jan 08 00:45:00 PST 2020,3,2,25
Wed Jan 08 00:45:00 PST 2020,3,3,1
Wed Jan 08 00:45:00 PST 2020,4,1,43
Wed Jan 08 00:45:00 PST 2020,4,2,25
Wed Jan 08 00:45:00 PST 2020,4,3,185
Wed Jan 08 01:00:00 PST 2020,1,1,57
Wed Jan 08 01:00:00 PST 2020,1,2,25
Wed Jan 08 01:00:00 PST 2020,1,3,67
Wed Jan 08 01:00:00 PST 2020,2,1,61
Wed Jan 08 01:00:00 PST 2020,2,2,-45
Wed Jan 08 01:00:00 PST 2020,2,3,20
Wed Jan 08 01:00:00 PST 2020,3,1,99
Wed Jan 08 01:00:00 PST 2020,3,2,25
Wed Jan 08 01:00:00 PST 2020,3,3,59
Wed Jan 08 01:00:00 PST 2020,4,1,77
Wed Jan 08 01:00:00 PST 2020,4,2,25
Wed Jan 08 01:00:00 PST 2020,4,3,6
Wed Jan 08 01:15:00 PST 2020,1,1,48
Wed Jan 08 01:15:00 PST 2020,1,2,25
Wed Jan 08 01:15:00 PST 2020,1,3,13
Wed Jan 08 01:15:00 PST 2020,2,1,7
Wed Jan 08 01:15:00 PST 2020,2,2,25
Wed Jan 08 01:15:00 PST 2020,2,3,#ERROR#
Wed Jan 08 01:15:00 PST 2020,3,1,62
Wed Jan 08 01:15:00 PST 2020,3,2,25
Wed Jan 08 01:15:00 PST 2020,3,3,13
Wed Jan 08 01:15:00 PST 2020,4,1,62
Wed Jan 08 01:15:00 PST 2020,4,2,25
Wed Jan 08 01:15:00 PST 2020,4,3,44
Wed Jan 08 01:30:00 PST 2020,1,1,14
Wed Jan 08 01:30:00 PST 2020,1,2,25
Wed Jan 08 01:30:00 PST 2020,1,3,28
Wed Jan 08 01:30:00 PST 2020,2,1,63
Wed Jan 08 01:30:00 PST 2020,2,2,25
Wed Jan 08 01:30:00 PST 2020,2,3,75
Wed Jan 08 01:30:00 PST 2020,3,1,21
Wed Jan 08 01:30:00 PST 2020,3,2,25
Wed Jan 08 01:30:00 PST 2020,3,3,94
Wed Jan 08 01:30:00 PST 2020,4,1,15
Wed Jan 08 01:30:00 PST 2020,4,2,#NA#
Wed Jan 08 01:30:00 PST 2020,4,3,56
Wed Jan 08 01:45:00 PST 2020,1,1,62
Wed Jan 08 01:45:00 PST 2020,1,2,25
Wed Jan 08 01:45:00 PST 2020,1,3,94
Wed Jan 08 01:45:00 PST 2020,2,1,54
Wed Jan 08 01:45:00 PST 2020,2,2,25
Wed Jan 08 01:45:00 PST 2020,2,3,87
Wed Jan 08 01:45:00 PST 2020,3,1,37
Wed Jan 08 01:45:00 PST 2020,3,2,25
Wed Jan 08 01:45:00 PST 2020,3,3,28
Wed Jan 08 01:45:00 PST 2020,4,1,72
Wed Jan 08 01:45:00 PST 2020,4,2,25
Wed Jan 08 01:45:00 PST 2020,4,3,28
Wed Jan 08 02:00:00 PST 2020,1,1,40
Wed Jan 08 02:00:00 PST 2020,1,2,26
Wed Jan 08 02:00:00 PST 2020,1,3,78
Wed Jan 08 02:00:00 PST 2020,2,1,95
Wed Jan 08 02:00:00 PST 2020,2,2,26
Wed Jan 08 02:00:00 PST 2020,2,3,9
Wed Jan 08 02:00:00 PST 2020,3,1,58
Wed Jan 08 02:00:00 PST 2020,3,2,26
Wed Jan 08 02:00:00 PST 2020,3,3,-93
Wed Jan 08 02:00:00 PST 2020,4,1,42
Wed Jan 08 02:00:00 PST 2020,4,2,-7
Wed Jan 08 02:00:00 PST 2020,4,3,140
Wed Jan 08 02:15:00 PST 2020,1,1,100
Wed Jan 08 02:15:00 PST 2020,1,2,26
Wed Jan 08 02:15:00 PST 2020,1,3,54
Wed Jan 08 02:15:00 PST 2020,2,1,40
Wed Jan 08 02:15:00 PST 2020,2,2,26
Wed Jan 08 02:15:00 PST 2020,2,3,1
Wed Jan 08 02:15:00 PST 2020,3,1,100
Wed Jan 08 02:15:00 PST 2020,3,2,#NA#
Wed Jan 08 02:15:00 PST 2020,3,3,1
Wed Jan 08 02:15:00 PST 2020,4,1,79
Wed Jan 08 02:15:00 PST 2020,4,2,26
Wed Jan 08 02:15:00 PST 2020,4,3,84
Wed Jan 08 02:30:00 PST 2020,1,1,73
Wed Jan 08 02:30:00 PST 2020,1,2,26
Wed Jan 08 02:30:00 PST 2020,1,3,34
Wed Jan 08 02:30:00 PST 2020,2,1,68
Wed Jan 08 02:30:00 PST 2020,2,2,26
Wed Jan 08 02:30:00 PST 2020,2,3,94
Wed Jan 08 02:30:00 PST 2020,3,1,13
Wed Jan 08 02:30:00 PST 2020,3,2,26
Wed Jan 08 02:30:00 PST 2020,3,3,23
Wed Jan 08 02:30:00 PST 2020,4,1,46
Wed Jan 08 02:30:00 PST 2020,4,2,26
Wed Jan 08 02:30:00 PST 2020,4,3,29
Wed Jan 08 02:45:00 PST 2020,1,1,10
Wed Jan 08 02:45:00 PST 2020,1,2,-38
Wed Jan 08 02:45:00 PST 2020,1,3,29
Wed Jan 08 02:45:00 PST 2020,2,1,95
Wed Jan 08 02:45:00 PST 2020,2,2,26
Wed Jan 08 02:45:00 PST 2020,2,3,99
Wed Jan 08 02:45:00 PST 2020,3,1,33
Wed Jan 08 02:45:00 PST 2020,3,2,26
Wed Jan 08 02:45:00 PST 2020,3,3,55
Wed Jan 08 02:45:00 PST 2020,4,1,49
Wed Jan 08 02:45:00 PST 2020,4,2,26
Wed Jan 08 02:45:00 PST 2020,4,3,5
Wed Jan 08 03:00:00 PST 2020,1,1,21
Wed Jan 08 03:00:00 PST 2020,1,2,26
Wed Jan 08 03:00:00 PST 2020,1,3,82
Wed Jan 08 03:00:00 PST 2020,2,1,10
Wed Jan 08 03:00:00 PST 2020,2,2,26
Wed Jan 08 03:00:00 PST 2020,2,3,48
Wed Jan 08 03:00:00 PST 2020,3,1,85
Wed Jan 08 03:00:00 PST 2020,3,2,26
Wed Jan 08 03:00:00 PST 2020,3,3,21
Wed Jan 08 03:00:00 PST 2020,4,1,58
Wed Jan 08 03:00:00 PST 2020,4,2,26
Wed Jan 08 03:00:00 PST 2020,4,3,94
Wed Jan 08 03:15:00 PST 2020,1,1,97
Wed Jan 08 03:15:00 PST 2020,1,2,27
Wed Jan 08 03:15:00 PST 2020,1,3,72
Wed Jan 08 03:15:00 PST 2020,2,1,64
Wed Jan 08 03:15:00 PST 2020,2,2,27
Wed Jan 08 03:15:00 PST 2020,2,3,53
Wed Jan 08 03:15:00 PST 2020,3,1,37
Wed Jan 08 03:15:00 PST 2020,3,2,-87
Wed Jan 08 03:15:00 PST 2020,3,3,97
Wed Jan 08 03:15:00 PST 2020,4,1,2
Wed Jan 08 03:15:00 PST 2020,4,2,27
Wed Jan 08 03:15:00 PST 2020,4,3,84
Wed Jan 08 03:30:00 PST 2020,1,1,100
Wed Jan 08 03:30:00 PST 2020,1,2,27
Wed Jan 08 03:30:00 PST 2020,1,3,89
Wed Jan 08 03:30:00 PST 2020,2,1,2
Wed Jan 08 03:30:00 PST 2020,2,2,27
Wed Jan 08 03:30:00 PST 2020,2,3,39
Wed Jan 08 03:30:00 PST 2020,3,1,0
Wed Jan 08 03:30:00 PST 2020,3,2,27
Wed Jan 08 03:30:00 PST 2020,3,3,#NA#
Wed Jan 08 03:30:00 PST 2020,4,1,83
Wed Jan 08 03:30:00 PST 2020,4,2,27
Wed Jan 08 03:30:00 PST 2020,4,3,#ERROR#
Wed Jan 08 03:45:00 PST 2020,1,1,58
Wed Jan 08 03:45:00 PST 2020,1,2,27
Wed Jan 08 03:45:00 PST 2020,1,3,74
Wed Jan 08 03:45:00 PST 2020,2,1,14
Wed Jan 08 03:45:00 PST 2020,2,2,27
Wed Jan 08 03:45:00 PST 2020,2,3,36
Wed Jan 08 03:45:00 PST 2020,3,1,27
Wed Jan 08 03:45:00 PST 2020,3,2,27
Wed Jan 08 03:45:00 PST 2020,3,3,51
Wed Jan 08 03:45:00 PST 2020,4,1,96
Wed Jan 08 03:45:00 PST 2020,4,2,27
Wed Jan 08 03:45:00 PST 2020,4,3,55
Wed Jan 08 04:00:00 PST 2020,1,1,64
Wed Jan 08 04:00:00 PST 2020,1,2,#NA#
Wed Jan 08 04:00:00 PST 2020,1,3,95
Wed Jan 08 04:00:00 PST 2020,2,1,#NA#
Wed Jan 08 04:00:00 PST 2020,2,2,27
Wed Jan 08 04:00:00 PST 2020,2,3,78
Wed Jan 08 04:00:00 PST 2020,3,1,68
Wed Jan 08 04:00:00 PST 2020,3,2,27
Wed Jan 08 04:00:00 PST 2020,3,3,61
Wed Jan 08 04:00:00 PST 2020,4,1,60
Wed Jan 08 04:00:00 PST 2020,4,2,27
Wed Jan 08 04:00:00 PST 2020,4,3,89
Wed Jan 08 04:15:00 PST 2020,1,1,55
Wed Jan 08 04:15:00 PST 2020,1,2,27
Wed Jan 08 04:15:00 PST 2020,1,3,46
Wed Jan 08 04:15:00 PST 2020,2,1,79
Wed Jan 08 04:15:00 PST 2020,2,2,27
Wed Jan 08 04:15:00 PST 2020,2,3,75
Wed Jan 08 04:15:00 PST 2020,3,1,22
Wed Jan 08 04:15:00 PST 2020,3,2,27
Wed Jan 08 04:15:00 PST 2020,3,3,29
Wed Jan 08 04:15:00 PST 2020,4,1,188
Wed Jan 08 04:15:00 PST 2020,4,2,27
Wed Jan 08 04:15:00 PST 2020,4,3,28
Wed Jan 08 04:30:00 PST 2020,1,1,84
Wed Jan 08 04:30:00 PST 2020,1,2,#ERROR#
Wed Jan 08 04:30:00 PST 2020,1,3,56
Wed Jan 08 04:30:00 PST 2020,2,1,64
Wed Jan 08 04:30:00 PST 2020,2,2,28
Wed Jan 08 04:30:00 PST 2020,2,3,#NA#
Wed Jan 08 04:30:00 PST 2020,3,1,7
Wed Jan 08 04:30:00 PST 2020,3,2,28
Wed Jan 08 04:30:00 PST 2020,3,3,24
Wed Jan 08 04:30:00 PST 2020,4,1,56
Wed Jan 08 04:30:00 PST 2020,4,2,28
Wed Jan 08 04:30:00 PST 2020,4,3,21
Wed Jan 08 04:45:00 PST 2020,1,1,64
Wed Jan 08 04:45:00 PST 2020,1,2,28
Wed Jan 08 04:45:00 PST 2020,1,3,43
Wed Jan 08 04:45:00 PST 2020,2,1,19
Wed Jan 08 04:45:00 PST 2020,2,2,28
Wed Jan 08 04:45:00 PST 2020,2,3,6
Wed Jan 08 04:45:00 PST 2020,3,1,3
Wed Jan 08 04:45:00 PST 2020,3,2,28
Wed Jan 08 04:45:00 PST 2020,3,3,39
Wed Jan 08 04:45:00 PST 2020,4,1,72
Wed Jan 08 04:45:00 PST 2020,4,2,28
Wed Jan 08 04:45:00 PST 2020,4,3,2
Wed Jan 08 05:00:00 PST 2020,1,1,77
Wed Jan 08 05:00:00 PST 2020,1,2,28
Wed Jan 08 05:00:00 PST 2020,1,3,42
Wed Jan 08 05:00:00 PST 2020,2,1,71
Wed Jan 08 05:00:00 PST 2020,2,2,28
Wed Jan 08 05:00:00 PST 2020,2,3,99
Wed Jan 08 05:00:00 PST 2020,3,1,29
Wed Jan 08 05:00:00 PST 2020,3,2,#ERROR#
Wed Jan 08 05:00:00 PST 2020,3,3,13
Wed Jan 08 05:00:00 PST 2020,4,1,83
Wed Jan 08 05:00:00 PST 2020,4,2,28
Wed Jan 08 05:00:00 PST 2020,4,3,90
Wed Jan 08 05:15:00 PST 2020,1,1,2
Wed Jan 08 05:15:00 PST 2020,1,2,28
Wed Jan 08 05:15:00 PST 2020,1,3,74
Wed Jan 08 05:15:00 PST 2020,2,1,90
Wed Jan 08 05:15:00 PST 2020,2,2,28
Wed Jan 08 05:15:00 PST 2020,2,3,84
Wed Jan 08 05:15:00 PST 2020,3,1,85
Wed Jan 08 05:15:00 PST 2020,3,2,28
Wed Jan 08 05:15:00 PST 2020,3,3,83
Wed Jan 08 05:15:00 PST 2020,4,1,43
Wed Jan 08 05:15:00 PST 2020,4,2,28
Wed Jan 08 05:15:00 PST 2020,4,3,94
Wed Jan 08 05:30:00 PST 2020,1,1,78
Wed Jan 08 05:30:00 PST 2020,1,2,28
Wed Jan 08 05:30:00 PST 2020,1,3,92
Wed Jan 08 05:30:00 PST 2020,2,1,53
Wed Jan 08 05:30:00 PST 2020,2,2,28
Wed Jan 08 05:30:00 PST 2020,2,3,4
Wed Jan 08 05:30:00 PST 2020,3,1,12
Wed Jan 08 05:30:00 PST 2020,3,2,28
Wed Jan 08 05:30:00 PST 2020,3,3,84
Wed Jan 08 05:30:00 PST 2020,4,1,72
Wed Jan 08 05:30:00 PST 2020,4,2,28
Wed Jan 08 05:30:00 PST 2020,4,3,29
Wed Jan 08 05:45:00 PST 2020,1,1,13
Wed Jan 08 05:45:00 PST 2020,1,2,29
Wed Jan 08 05:45:00 PST 2020,1,3,80
Wed Jan 08 05:45:00 PST 2020,2,1,81
Wed Jan 08 05:45:00 PST 2020,2,2,29
Wed Jan 08 05:45:00 PST 2020,2,3,65
Wed Jan 08 05:45:00 PST 2020,3,1,34
Wed Jan 08 05:45:00 PST 2020,3,2,29
Wed Jan 08 05:45:00 PST 2020,3,3,-65
Wed Jan 08 05:45:00 PST 2020,4,1,43
Wed Jan 08 05:45:00 PST 2020,4,2,29
Wed Jan 08 05:45:00 PST 2020,4,3,37
Wed Jan 08 06:00:00 PST 2020,1,1,75
Wed Jan 08 06:00:00 PST 2020,1,2,29
Wed Jan 08 06:00:00 PST 2020,1,3,21
Wed Jan 08 06:00:00 PST 2020,2,1,13
Wed Jan 08 06:00:00 PST 2020,2,2,29
Wed Jan 08 06:00:00 PST 2020,2,3,71
Wed Jan 08 06:00:00 PST 2020,3,1,32
Wed Jan 08 06:00:00 PST 2020,3,2,29
Wed Jan 08 06:00:00 PST 2020,3,3,37
Wed Jan 08 06:00:00 PST 2020,4,1,69
Wed Jan 08 06:00:00 PST 2020,4,2,29
Wed Jan 08 06:00:00 PST 2020,4,3,85
Wed Jan 08 06:15:00 PST 2020,1,1,88
Wed Jan 08 06:15:00 PST 2020,1,2,29
Wed Jan 08 06:15:00 PST 2020,1,3,-20
Wed Jan 08 06:15:00 PST 2020,2,1,2
Wed Jan 08 06:15:00 PST 2020,2,2,29
Wed Jan 08 06:15:00 PST 2020,2,3,10
Wed Jan 08 06:15:00 PST 2020,3,1,104
Wed Jan 08 06:15:00 PST 2020,3,2,29
Wed Jan 08 06:15:00 PST 2020,3,3,70
Wed Jan 08 06:15:00 PST 2020,4,1,84
Wed Jan 08 06:15:00 PST 2020,4,2,29
Wed Jan 08 06:15:00 PST 2020,4,3,8
Wed Jan 08 06:30:00 PST 2020,1,1,-75
Wed Jan 08 06:30:00 PST 2020,1,2,#NA#
Wed Jan 08 06:30:00 PST 2020,1,3,83
Wed Jan 08 06:30:00 PST 2020,2,1,41
Wed Jan 08 06:30:00 PST 2020,2,2,29
Wed Jan 08 06:30:00 PST 2020,2,3,72
Wed Jan 08 06:30:00 PST 2020,3,1,60
Wed Jan 08 06:30:00 PST 2020,3,2,29
Wed Jan 08 06:30:00 PST 2020,3,3,73
Wed Jan 08 06:30:00 PST 2020,4,1,89
Wed Jan 08 06:30:00 PST 2020,4,2,29
Wed Jan 08 06:30:00 PST 2020,4,3,37
Wed Jan 08 06:45:00 PST 2020,1,1,13
Wed Jan 08 06:45:00 PST 2020,1,2,29
Wed Jan 08 06:45:00 PST 2020,1,3,66
Wed Jan 08 06:45:00 PST 2020,2,1,27
Wed Jan 08 06:45:00 PST 2020,2,2,29
Wed Jan 08 06:45:00 PST 2020,2,3,42
Wed Jan 08 06:45:00 PST 2020,3,1,58
Wed Jan 08 06:45:00 PST 2020,3,2,112
Wed Jan 08 06:45:00 PST 2020,3,3,6
Wed Jan 08 06:45:00 PST 2020,4,1,18
Wed Jan 08 06:45:00 PST 2020,4,2,29
Wed Jan 08 06:45:00 PST 2020,4,3,87
Wed Jan 08 07:00:00 PST 2020,1,1,58
Wed Jan 08 07:00:00 PST 2020,1,2,30
Wed Jan 08 07:00:00 PST 2020,1,3,94
Wed Jan 08 07:00:00 PST 2020,2,1,74
Wed Jan 08 07:00:00 PST 2020,2,2,30
Wed Jan 08 07:00:00 PST 2020,2,3,71
Wed Jan 08 07:00:00 PST 2020,3,1,90
Wed Jan 08 07:00:00 PST 2020,3,2,-42
Wed Jan 08 07:00:00 PST 2020,3,3,80
Wed Jan 08 07:00:00 PST 2020,4,1,88
Wed Jan 08 07:00:00 PST 2020,4,2,136
Wed Jan 08 07:00:00 PST 2020,4,3,2
Wed Jan 08 07:15:00 PST 2020,1,1,41
Wed Jan 08 07:15:00 PST 2020,1,2,30
Wed Jan 08 07:15:00 PST 2020,1,3,42
Wed Jan 08 07:15:00 PST 2020,2,1,10
Wed Jan 08 07:15:00 PST 2020,2,2,30
Wed Jan 08 07:15:00 PST 2020,2,3,58
Wed Jan 08 07:15:00 PST 2020,3,1,0
Wed Jan 08 07:15:00 PST 2020,3,2,30
Wed Jan 08 07:15:00 PST 2020,3,3,96
Wed Jan 08 07:15:00 PST 2020,4,1,2
Wed Jan 08 07:15:00 PST 2020,4,2,30
Wed Jan 08 07:15:00 PST 2020,4,3,98
Wed Jan 08 07:30:00 PST 2020,1,1,49
Wed Jan 08 07:30:00 PST 2020,1,2,30
Wed Jan 08 07:30:00 PST 2020,1,3,48
Wed Jan 08 07:30:00 PST 2020,2,1,66
Wed Jan 08 07:30:00 PST 2020,2,2,30
Wed Jan 08 07:30:00 PST 2020,2,3,9
Wed Jan 08 07:30:00 PST 2020,3,1,97
Wed Jan 08 07:30:00 PST 2020,3,2,30
Wed Jan 08 07:30:00 PST 2020,3,3,42
Wed Jan 08 07:30:00 PST 2020,4,1,95
Wed Jan 08 07:30:00 PST 2020,4,2,30
Wed Jan 08 07:30:00 PST 2020,4,3,36
Wed Jan 08 07:45:00 PST 2020,1,1,28
Wed Jan 08 07:45:00 PST 2020,1,2,30
Wed Jan 08 07:45:00 PST 2020,1,3,94
Wed Jan 08 07:45:00 PST 2020,2,1,25
Wed Jan 08 07:45:00 PST 2020,2,2,30
Wed Jan 08 07:45:00 PST 2020,2,3,13
Wed Jan 08 07:45:00 PST 2020,3,1,82
Wed Jan 08 07:45:00 PST 2020,3,2,30
Wed Jan 08 07:45:00 PST 2020,3,3,#NA#
Wed Jan 08 07:45:00 PST 2020,4,1,3
Wed Jan 08 07:45:00 PST 2020,4,2,30
Wed Jan 08 07:45:00 PST 2020,4,3,22
Wed Jan 08 08:00:00 PST 2020,1,1,70
Wed Jan 08 08:00:00 PST 2020,1,2,30
Wed Jan 08 08:00:00 PST 2020,1,3,21
Wed Jan 08 08:00:00 PST 2020,2,1,49
